[[33mWarning [0m] warning: there were 33 feature warnings; re-run with -feature for details
[[34m  Info  [0m] Output written on leon.out
[[34m  Info  [0m] Output written on leon.out
[[34m  Info  [0m] Output written on leon.out
║ LazyNumericalRep.IncLazy@incLazyLem             match exhaustiveness                                          ?:?  valid  U:smt-z3      0.016 ║
║ LazyNumericalRep.IncLazy@incLazyLem             match exhaustiveness                                          ?:?  valid  U:smt-z3      0.010 ║
║ LazyNumericalRep.IncLazy@incLazyLem             postcondition                                                 ?:?  valid  U:smt-z3      0.119 ║
║ LazyNumericalRep.Pay                            match exhaustiveness                                          ?:?  valid  U:smt-z3      0.063 ║
║ LazyNumericalRep.Pay                            match exhaustiveness                                          ?:?  valid  U:smt-z3      0.011 ║
║ LazyNumericalRep.Pay                            postcondition                                                 ?:?  valid  U:smt-z3      1.498 ║
║ LazyNumericalRep.concUntilCompose               tact (match exhaustiveness)                                   ?:?  valid  U:smt-z3      0.008 ║
║ LazyNumericalRep.concUntilCompose               tact (postcondition)                                          ?:?  valid  U:smt-z3      0.066 ║
║ LazyNumericalRep.concUntilConcreteExten         tact (match exhaustiveness)                                   ?:?  valid  U:smt-z3      0.014 ║
║ LazyNumericalRep.concUntilConcreteExten         tact (postcondition)                                          ?:?  valid  U:smt-z3      0.046 ║
║ LazyNumericalRep.concUntilExtenLemma            match exhaustiveness                                          ?:?  valid  U:smt-z3      0.012 ║
║ LazyNumericalRep.concUntilExtenLemma            tact (match exhaustiveness)                                   ?:?  valid  U:smt-z3      0.011 ║
║ LazyNumericalRep.concUntilExtenLemma            tact (match exhaustiveness)                                   ?:?  valid  U:smt-z3      0.014 ║
║ LazyNumericalRep.concUntilExtenLemma            tact (postcondition)                                          ?:?  valid  U:smt-z3      0.066 ║
║ LazyNumericalRep.concUntilMonotone              tact (match exhaustiveness)                                   ?:?  valid  U:smt-z3      0.009 ║
║ LazyNumericalRep.concUntilMonotone              tact (postcondition)                                          ?:?  valid  U:smt-z3      0.040 ║
║ LazyNumericalRep.concreteMonotone               tact (match exhaustiveness)                                   ?:?  valid  U:smt-z3      0.009 ║
║ LazyNumericalRep.concreteMonotone               tact (postcondition)                                          ?:?  valid  U:smt-z3      0.049 ║
║ LazyNumericalRep.concreteUntil                  match exhaustiveness                                          ?:?  valid  U:smt-z3      0.027 ║
║ LazyNumericalRep.concreteUntil                  postcondition                                                 ?:?  valid  U:smt-z3      0.029 ║
║ LazyNumericalRep.concreteUntilIsSuffix          tact (match exhaustiveness)                                   ?:?  valid  U:smt-z3      0.010 ║
║ LazyNumericalRep.concreteUntilIsSuffix          tact (postcondition)                                          ?:?  valid  U:smt-z3      0.067 ║
║ LazyNumericalRep.concreteZeroPredLemma          tact (match exhaustiveness)                                   ?:?  valid  U:smt-z3      0.009 ║
║ LazyNumericalRep.concreteZeroPredLemma          tact (postcondition)                                          ?:?  valid  U:smt-z3      0.054 ║
║ LazyNumericalRep.inc                            match exhaustiveness                                          ?:?  valid  U:smt-z3      0.013 ║
║ LazyNumericalRep.inc                            postcondition                                                 ?:?  valid  U:smt-z3      0.250 ║
║ LazyNumericalRep.inc                            precond. (call incLazy4(xs, scr6._2))                         ?:?  valid  U:smt-z3      0.122 ║
║ LazyNumericalRep.incAndPay                      match exhaustiveness                                          ?:?  valid  U:smt-z3      0.007 ║
║ LazyNumericalRep.incAndPay                      postcondition                                                 ?:?  valid  U:smt-z3      0.158 ║
║ LazyNumericalRep.incAndPay                      precond. (call Pay4[<untyped>](q175, x$218._1._2, x$218 ...)  ?:?  valid  U:smt-z3      0.113 ║
║ LazyNumericalRep.incAndPay                      precond. (call incNum4[<untyped>](w, st@))                    ?:?  valid  U:smt-z3      0.032 ║
║ LazyNumericalRep.incLazy                        match exhaustiveness                                          ?:?  valid  U:smt-z3      0.017 ║
║ LazyNumericalRep.incLazy                        match exhaustiveness                                          ?:?  valid  U:smt-z3      0.062 ║
║ LazyNumericalRep.incLazy                        postcondition                                                 ?:?  valid  U:smt-cvc4    4.550 ║
║ LazyNumericalRep.incLazyLemma                   match exhaustiveness                                          ?:?  valid  U:smt-z3      0.186 ║
║ LazyNumericalRep.incLazyLemma                   match exhaustiveness                                          ?:?  valid  U:smt-z3      0.013 ║
║ LazyNumericalRep.incLazyLemma                   match exhaustiveness                                          ?:?  valid  U:smt-z3      0.019 ║
║ LazyNumericalRep.incLazyLemma                   postcondition                                                 ?:?  valid  U:smt-z3      0.214 ║
║ LazyNumericalRep.incLazyLemma                   precond. (call incLazy4(xs, a83._2))                          ?:?  valid  U:smt-z3      0.133 ║
║ LazyNumericalRep.incLazyLemma                   precond. (call incLazyLemma4[<untyped>](rear30, suf, st ...)  ?:?  valid  U:smt-z3      0.082 ║
║ LazyNumericalRep.incLazyPreMonotone             tact (match exhaustiveness)                                   ?:?  valid  U:smt-z3      0.013 ║
║ LazyNumericalRep.incLazyPreMonotone             tact (postcondition)                                          ?:?  valid  U:smt-z3      0.079 ║
║ LazyNumericalRep.incNum                         match exhaustiveness                                          ?:?  valid  U:smt-z3      0.016 ║
║ LazyNumericalRep.incNum                         postcondition                                                 ?:?  valid  U:smt-cvc4   19.158 ║
║ LazyNumericalRep.incNum                         precond. (call inc4(w.digs, st@))                             ?:?  valid  U:smt-z3      0.043 ║
║ LazyNumericalRep.isConcrete                     match exhaustiveness                                          ?:?  valid  U:smt-z3      0.017 ║
║ LazyNumericalRep.isConcrete                     postcondition                                                 ?:?  valid  U:smt-z3      0.031 ║
║ NumStream.isSpine                               match exhaustiveness                                          ?:?  valid  U:smt-z3      0.008 ║
║ NumStream.isSpine                               postcondition                                                 ?:?  valid  U:smt-z3      0.008 ║
║ NumStream.isTip                                 postcondition                                                 ?:?  valid  U:smt-z3      0.008 ║
║ LazyNumericalRep.properSuffix                   match exhaustiveness                                          ?:?  valid  U:smt-z3      0.012 ║
║ LazyNumericalRep.properSuffix                   postcondition                                                 ?:?  valid  U:smt-z3      0.055 ║
║ LazyNumericalRep.pushUntilCarry                 match exhaustiveness                                          ?:?  valid  U:smt-z3      0.018 ║
║ LazyNumericalRep.pushUntilCarry                 postcondition                                                 ?:?  valid  U:smt-z3      0.024 ║
║ LazyNumericalRep.schedMonotone                  match exhaustiveness                                          ?:?  valid  U:smt-z3      0.015 ║
║ LazyNumericalRep.schedMonotone                  match exhaustiveness                                          ?:?  valid  U:smt-z3      0.017 ║
║ LazyNumericalRep.schedMonotone                  postcondition                                                 ?:?  valid  U:smt-z3      0.093 ║
║ LazyNumericalRep.schedMonotone                  precond. (call schedMonotone4[<untyped>](st1, st2, tail ...)  ?:?  valid  U:smt-z3      0.079 ║
║ LazyNumericalRep.schedulesProperty              match exhaustiveness                                          ?:?  valid  U:smt-z3      0.012 ║
║ LazyNumericalRep.schedulesProperty              match exhaustiveness                                          ?:?  valid  U:smt-z3      0.020 ║
║ LazyNumericalRep.schedulesProperty              postcondition                                                 ?:?  valid  U:smt-z3      0.045 ║
║ LazyNumericalRep.strongSchedsProp               match exhaustiveness                                          ?:?  valid  U:smt-z3      0.013 ║
║ LazyNumericalRep.strongSchedsProp               postcondition                                                 ?:?  valid  U:smt-z3      0.023 ║
║ LazyNumericalRep.suffix                         match exhaustiveness                                          ?:?  valid  U:smt-z3      0.011 ║
║ LazyNumericalRep.suffix                         postcondition                                                 ?:?  valid  U:smt-z3      0.010 ║
║ LazyNumericalRep.suffixCompose                  tact (match exhaustiveness)                                   ?:?  valid  U:smt-z3      0.010 ║
║ LazyNumericalRep.suffixCompose                  tact (postcondition)                                          ?:?  valid  U:smt-z3      0.079 ║
║ LazyNumericalRep.suffixDisequality              match exhaustiveness                                          ?:?  valid  U:smt-z3      0.012 ║
║ LazyNumericalRep.suffixDisequality              postcondition                                                 ?:?  valid  U:smt-z3      0.067 ║
║ LazyNumericalRep.suffixDisequality              precond. (call suffixDisequality4[<untyped>](rear39, su ...)  ?:?  valid  U:smt-z3      0.049 ║
║ LazyNumericalRep.suffixTrans                    match exhaustiveness                                          ?:?  valid  U:smt-z3      0.017 ║
║ LazyNumericalRep.suffixTrans                    tact (match exhaustiveness)                                   ?:?  valid  U:smt-z3      0.009 ║
║ LazyNumericalRep.suffixTrans                    tact (match exhaustiveness)                                   ?:?  valid  U:smt-z3      0.016 ║
║ LazyNumericalRep.suffixTrans                    tact (postcondition)                                          ?:?  valid  U:smt-z3      0.070 ║
║ LazyNumericalRep.suffixZeroLemma                match exhaustiveness                                          ?:?  valid  U:smt-z3      0.011 ║
║ LazyNumericalRep.suffixZeroLemma                postcondition                                                 ?:?  valid  U:smt-z3      0.082 ║
║ LazyNumericalRep.suffixZeroLemma                precond. (call suffixZeroLemma4[<untyped>](tail17, suf, ...)  ?:?  valid  U:smt-z3      0.067 ║
║ Number.valid                                    postcondition                                                 ?:?  valid  U:smt-z3      0.009 ║
║ LazyNumericalRep.zeroPreceedsLazy               match exhaustiveness                                          ?:?  valid  U:smt-z3      0.037 ║
║ LazyNumericalRep.zeroPreceedsLazy               postcondition                                                 ?:?  valid  U:smt-z3      0.270 ║
║ LazyNumericalRep.zeroPreceedsSuf                match exhaustiveness                                          ?:?  valid  U:smt-z3      0.027 ║
║ LazyNumericalRep.zeroPreceedsSuf                postcondition                                                 ?:?  valid  U:smt-z3      0.035 ║
║ LazyNumericalRep.zeroPredSufConcreteUntilLemma  tact (match exhaustiveness)                                   ?:?  valid  U:smt-z3      0.011 ║
║ LazyNumericalRep.zeroPredSufConcreteUntilLemma  tact (postcondition)                                          ?:?  valid  U:smt-z3      0.067 ║
╟┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄╢
║ total: 84     valid: 84     invalid: 0      unknown 0                                                                                  29.001 ║
╚═══════════════════════════════════════════════════════════════════════════════════════════════════════════════════════════════════════════════╝
[[34m  Info  [0m] Output written on leon.out
[[34m  Info  [0m]  - Now considering 'postcondition' VC for inc-time @?:?...
[[34m  Info  [0m]  => VALID
[[34m  Info  [0m]  - Now considering 'postcondition' VC for incLazy-time @?:?...
[[34m  Info  [0m]  => VALID
[[34m  Info  [0m]  - Now considering 'postcondition' VC for incNum-time @?:?...
[[34m  Info  [0m]  => VALID
[[34m  Info  [0m]  - Now considering 'postcondition' VC for Pay-time @?:?...
[[34m  Info  [0m]  => VALID
[[34m  Info  [0m]  - Now considering 'postcondition' VC for incAndPay-time @?:?...
[[34m  Info  [0m]  => VALID
Resource Verification Results: 
  ┌──────────────────────┐
╔═╡ Verification Summary ╞═══════════════════════════════════════════════════════════════════╗
║ └──────────────────────┘                                                                   ║
║ LazyNumericalRep.Pay-time              postcondition     ?:?   valid   U:smt-z3      0.230 ║
║ LazyNumericalRep.inc-time              postcondition     ?:?   valid   U:smt-z3      0.135 ║
║ LazyNumericalRep.incAndPay-time        postcondition     ?:?   valid   U:smt-z3      0.200 ║
║ LazyNumericalRep.incLazy-time          postcondition     ?:?   valid   U:smt-z3      0.153 ║
║ LazyNumericalRep.incNum-time           postcondition     ?:?   valid   U:smt-z3      0.230 ║
╟┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄┄╢
║ total: 5      valid: 5      invalid: 0      unknown 0                                0.948 ║
╚════════════════════════════════════════════════════════════════════════════════════════════╝
